order_id,restaurant_id,order_time,amount,status,payment_method,city
369,107,2024-01-06 05:19:00,147,CANCELLED,GOOGLE_PAY,London
370,105,2024-01-03 14:29:00,417,COMPLETED,APPLE_PAY,Leeds
371,105,2024-01-03 18:04:00,455,CANCELLED,CARD,Birmingham
372,129,2024-01-03 06:05:00,507,COMPLETED,APPLE_PAY,Leeds
373,111,2024-01-02 12:18:00,427,COMPLETED,ONLINE,London
374,111,2024-01-01 20:50:00,188,COMPLETED,GOOGLE_PAY,Manchester
375,113,2024-01-01 10:44:00,669,CANCELLED,CARD,Liverpool
376,120,2024-01-02 11:06:00,570,COMPLETED,GOOGLE_PAY,Birmingham
377,134,2024-01-05 19:00:00,707,FAILED,ONLINE,Birmingham
378,137,2024-01-01 13:56:00,224,COMPLETED,CARD,Birmingham
379,137,2024-01-04 04:20:00,577,FAILED,ONLINE,London
380,109,2024-01-05 03:12:00,117,COMPLETED,GOOGLE_PAY,Manchester
381,106,2024-01-06 03:14:00,197,COMPLETED,GOOGLE_PAY,London
382,126,2024-01-05 12:19:00,412,FAILED,CARD,London
383,138,2024-01-03 01:31:00,210,COMPLETED,ONLINE,Manchester
384,137,2024-01-06 06:53:00,523,COMPLETED,GOOGLE_PAY,Leeds
385,139,2024-01-03 01:45:00,396,COMPLETED,CARD,London
386,115,2024-01-06 08:45:00,560,COMPLETED,ONLINE,Liverpool
387,125,2024-01-07 14:49:00,766,COMPLETED,APPLE_PAY,Birmingham
388,105,2024-01-02 16:35:00,104,COMPLETED,APPLE_PAY,Liverpool
389,118,2024-01-03 21:44:00,701,COMPLETED,APPLE_PAY,Liverpool
390,133,2024-01-01 18:03:00,663,COMPLETED,ONLINE,Birmingham
391,135,2024-01-06 01:27:00,628,FAILED,GOOGLE_PAY,Leeds
392,117,2024-01-05 07:52:00,759,CANCELLED,GOOGLE_PAY,Liverpool
393,139,2024-01-04 08:58:00,145,COMPLETED,GOOGLE_PAY,Birmingham
394,105,2024-01-07 15:28:00,105,FAILED,APPLE_PAY,London
395,124,2024-01-02 13:16:00,789,COMPLETED,ONLINE,Leeds
396,114,2024-01-06 14:37:00,557,FAILED,APPLE_PAY,London
397,140,2024-01-02 16:28:00,370,CANCELLED,GOOGLE_PAY,Birmingham
398,103,2024-01-06 10:37:00,361,COMPLETED,CARD,London
399,131,2024-01-08 02:29:00,189,CANCELLED,GOOGLE_PAY,London
400,114,2024-01-03 15:03:00,654,COMPLETED,GOOGLE_PAY,Manchester
401,105,2024-01-07 04:08:00,106,COMPLETED,CARD,London
402,102,2024-01-01 17:02:00,148,FAILED,GOOGLE_PAY,Liverpool
403,121,2024-01-05 16:51:00,656,CANCELLED,APPLE_PAY,Leeds
404,109,2024-01-02 08:50:00,260,COMPLETED,APPLE_PAY,Liverpool
405,114,2024-01-04 08:06:00,649,COMPLETED,GOOGLE_PAY,Birmingham
406,112,2024-01-03 18:31:00,296,COMPLETED,ONLINE,Leeds
407,126,2024-01-07 08:54:00,705,COMPLETED,GOOGLE_PAY,London
408,103,2024-01-05 15:29:00,642,COMPLETED,CARD,Birmingham
409,132,2024-01-06 02:24:00,648,COMPLETED,ONLINE,Leeds
410,130,2024-01-02 11:21:00,336,COMPLETED,APPLE_PAY,Liverpool
411,124,2024-01-04 10:57:00,711,COMPLETED,ONLINE,Birmingham
412,103,2024-01-07 18:53:00,130,COMPLETED,GOOGLE_PAY,Liverpool
413,131,2024-01-04 18:05:00,360,CANCELLED,ONLINE,London
414,127,2024-01-02 15:42:00,515,COMPLETED,ONLINE,Leeds
415,129,2024-01-04 06:14:00,729,CANCELLED,ONLINE,Liverpool
416,110,2024-01-05 19:55:00,758,COMPLETED,ONLINE,Leeds
417,102,2024-01-03 06:26:00,512,COMPLETED,GOOGLE_PAY,Birmingham
418,124,2024-01-04 11:59:00,338,FAILED,CARD,Manchester
419,130,2024-01-06 06:53:00,745,FAILED,GOOGLE_PAY,London
420,126,2024-01-07 22:59:00,578,COMPLETED,ONLINE,Manchester
421,124,2024-01-02 02:18:00,215,FAILED,GOOGLE_PAY,Leeds
422,120,2024-01-04 11:52:00,328,COMPLETED,GOOGLE_PAY,Liverpool
423,129,2024-01-05 08:46:00,123,COMPLETED,ONLINE,London
424,119,2024-01-06 19:10:00,528,CANCELLED,GOOGLE_PAY,Manchester
425,110,2024-01-01 21:44:00,699,COMPLETED,CARD,Manchester
426,122,2024-01-05 07:45:00,176,COMPLETED,CARD,Birmingham
427,108,2024-01-07 05:05:00,476,FAILED,APPLE_PAY,London
428,103,2024-01-04 07:54:00,603,COMPLETED,CARD,London
429,124,2024-01-06 02:36:00,276,COMPLETED,GOOGLE_PAY,Liverpool
430,126,2024-01-03 12:41:00,181,CANCELLED,GOOGLE_PAY,Liverpool
431,111,2024-01-06 14:47:00,602,COMPLETED,APPLE_PAY,Manchester
432,119,2024-01-07 14:48:00,310,COMPLETED,APPLE_PAY,Birmingham
433,115,2024-01-05 09:54:00,140,CANCELLED,APPLE_PAY,London
434,107,2024-01-03 13:50:00,311,COMPLETED,CARD,Liverpool
435,120,2024-01-06 11:35:00,741,CANCELLED,GOOGLE_PAY,Manchester
436,129,2024-01-07 08:11:00,294,FAILED,APPLE_PAY,Liverpool
437,113,2024-01-02 00:22:00,765,CANCELLED,GOOGLE_PAY,Liverpool
438,121,2024-01-07 01:01:00,485,CANCELLED,GOOGLE_PAY,Liverpool
439,122,2024-01-01 11:20:00,324,CANCELLED,CARD,London
440,127,2024-01-06 21:46:00,206,FAILED,CARD,Birmingham
441,140,2024-01-02 23:43:00,576,FAILED,ONLINE,Leeds
442,140,2024-01-02 17:06:00,185,COMPLETED,GOOGLE_PAY,Leeds
443,134,2024-01-02 20:50:00,269,CANCELLED,GOOGLE_PAY,London
444,125,2024-01-01 16:34:00,430,COMPLETED,CARD,London
445,137,2024-01-06 06:41:00,544,FAILED,CARD,Leeds
446,134,2024-01-02 11:18:00,313,FAILED,GOOGLE_PAY,Liverpool
447,112,2024-01-02 08:41:00,666,CANCELLED,GOOGLE_PAY,Leeds
448,133,2024-01-01 09:57:00,337,COMPLETED,GOOGLE_PAY,Liverpool
449,122,2024-01-03 15:50:00,705,FAILED,APPLE_PAY,Birmingham
450,113,2024-01-07 17:34:00,470,COMPLETED,CARD,London
451,129,2024-01-02 07:54:00,140,COMPLETED,GOOGLE_PAY,Manchester
452,113,2024-01-06 21:18:00,780,COMPLETED,ONLINE,Leeds
453,134,2024-01-06 21:35:00,393,COMPLETED,ONLINE,Birmingham
454,103,2024-01-07 21:12:00,256,COMPLETED,ONLINE,Liverpool
455,109,2024-01-08 00:00:00,592,FAILED,ONLINE,Leeds
456,135,2024-01-07 14:48:00,651,CANCELLED,ONLINE,Leeds
457,110,2024-01-05 21:49:00,614,CANCELLED,APPLE_PAY,Leeds
458,105,2024-01-05 10:52:00,302,COMPLETED,CARD,London
459,124,2024-01-03 04:36:00,281,CANCELLED,GOOGLE_PAY,Birmingham
460,112,2024-01-07 00:24:00,680,CANCELLED,ONLINE,Liverpool
461,134,2024-01-07 12:44:00,207,CANCELLED,ONLINE,Birmingham
462,112,2024-01-04 02:55:00,716,FAILED,ONLINE,Birmingham
463,106,2024-01-02 16:39:00,213,COMPLETED,CARD,Liverpool
464,104,2024-01-03 03:33:00,352,COMPLETED,CARD,London
465,138,2024-01-04 00:58:00,438,COMPLETED,CARD,Liverpool
466,122,2024-01-05 07:15:00,552,CANCELLED,GOOGLE_PAY,London
467,104,2024-01-08 01:41:00,564,COMPLETED,CARD,Liverpool
468,108,2024-01-04 05:43:00,321,COMPLETED,APPLE_PAY,London
469,113,2024-01-06 01:49:00,328,COMPLETED,CARD,Birmingham
470,133,2024-01-07 15:54:00,763,COMPLETED,APPLE_PAY,London
471,122,2024-01-06 10:33:00,620,COMPLETED,ONLINE,Liverpool
472,112,2024-01-02 11:38:00,612,COMPLETED,CARD,Leeds
473,115,2024-01-02 12:09:00,594,COMPLETED,CARD,Leeds
474,110,2024-01-07 16:01:00,700,COMPLETED,ONLINE,Birmingham
475,111,2024-01-07 19:07:00,439,CANCELLED,APPLE_PAY,Liverpool
476,114,2024-01-06 15:58:00,233,COMPLETED,APPLE_PAY,Leeds
477,110,2024-01-03 11:07:00,481,COMPLETED,ONLINE,Leeds
478,135,2024-01-01 09:14:00,590,COMPLETED,CARD,Liverpool
479,108,2024-01-05 15:34:00,724,FAILED,GOOGLE_PAY,Birmingham
480,130,2024-01-07 20:10:00,377,COMPLETED,CARD,Birmingham
481,118,2024-01-07 14:23:00,787,CANCELLED,APPLE_PAY,Birmingham
482,126,2024-01-02 12:13:00,493,COMPLETED,CARD,London
483,135,2024-01-03 02:07:00,761,COMPLETED,CARD,Birmingham
484,137,2024-01-01 21:58:00,527,COMPLETED,CARD,Leeds
485,140,2024-01-01 17:59:00,749,COMPLETED,CARD,Birmingham
486,111,2024-01-04 15:59:00,797,CANCELLED,ONLINE,London
487,111,2024-01-04 07:57:00,125,FAILED,CARD,Leeds
488,104,2024-01-08 07:03:00,659,COMPLETED,CARD,Leeds
489,114,2024-01-01 10:36:00,701,COMPLETED,ONLINE,Leeds
490,117,2024-01-03 17:56:00,271,COMPLETED,APPLE_PAY,Liverpool
491,103,2024-01-06 13:03:00,693,COMPLETED,ONLINE,Liverpool
492,108,2024-01-02 14:56:00,606,COMPLETED,GOOGLE_PAY,Liverpool
493,139,2024-01-06 15:55:00,647,COMPLETED,ONLINE,Liverpool
494,110,2024-01-06 15:06:00,792,COMPLETED,CARD,Leeds
495,128,2024-01-04 12:58:00,647,COMPLETED,CARD,Leeds
496,136,2024-01-07 20:21:00,316,COMPLETED,ONLINE,Birmingham
497,116,2024-01-05 13:35:00,456,FAILED,APPLE_PAY,Birmingham
498,128,2024-01-05 12:33:00,723,COMPLETED,CARD,London
499,134,2024-01-07 15:24:00,272,COMPLETED,ONLINE,Birmingham
500,125,2024-01-03 16:38:00,441,COMPLETED,GOOGLE_PAY,Liverpool
501,124,2024-01-03 19:43:00,209,COMPLETED,ONLINE,Leeds
502,103,2024-01-04 14:19:00,280,FAILED,APPLE_PAY,Liverpool
503,111,2024-01-05 06:23:00,374,FAILED,CARD,London
504,123,2024-01-03 10:47:00,310,COMPLETED,GOOGLE_PAY,London
505,101,2024-01-02 05:58:00,244,CANCELLED,GOOGLE_PAY,Liverpool
506,120,2024-01-02 17:35:00,550,CANCELLED,ONLINE,Manchester
507,126,2024-01-08 02:09:00,305,CANCELLED,CARD,Leeds
508,132,2024-01-03 04:37:00,328,COMPLETED,ONLINE,Liverpool
509,122,2024-01-02 22:20:00,200,FAILED,CARD,Birmingham
510,134,2024-01-02 10:57:00,466,COMPLETED,ONLINE,Leeds
511,133,2024-01-01 23:17:00,121,COMPLETED,CARD,Liverpool
512,125,2024-01-03 18:42:00,151,COMPLETED,ONLINE,Leeds
513,136,2024-01-04 17:08:00,148,COMPLETED,CARD,Manchester
514,121,2024-01-01 10:33:00,719,FAILED,ONLINE,Manchester
515,102,2024-01-04 12:28:00,433,CANCELLED,GOOGLE_PAY,Leeds
516,121,2024-01-02 00:41:00,620,COMPLETED,ONLINE,Manchester
517,101,2024-01-03 15:36:00,735,CANCELLED,APPLE_PAY,Birmingham
518,140,2024-01-05 11:09:00,709,COMPLETED,CARD,Leeds
519,104,2024-01-05 17:47:00,147,COMPLETED,CARD,Birmingham
520,117,2024-01-06 22:08:00,456,COMPLETED,APPLE_PAY,Liverpool
521,135,2024-01-01 10:08:00,708,COMPLETED,GOOGLE_PAY,London
522,118,2024-01-01 15:20:00,175,COMPLETED,ONLINE,Birmingham
523,106,2024-01-02 08:34:00,513,COMPLETED,ONLINE,London
524,127,2024-01-02 14:23:00,386,COMPLETED,GOOGLE_PAY,Leeds
525,133,2024-01-07 08:32:00,361,COMPLETED,GOOGLE_PAY,Liverpool
526,126,2024-01-04 13:00:00,671,COMPLETED,ONLINE,Manchester
527,110,2024-01-03 20:53:00,174,FAILED,ONLINE,London
528,109,2024-01-07 06:21:00,691,COMPLETED,GOOGLE_PAY,Birmingham
529,111,2024-01-01 22:45:00,679,COMPLETED,ONLINE,London
530,133,2024-01-05 02:14:00,626,FAILED,GOOGLE_PAY,Manchester
531,110,2024-01-02 20:19:00,615,COMPLETED,ONLINE,Liverpool
532,128,2024-01-02 09:22:00,658,FAILED,APPLE_PAY,Birmingham
533,131,2024-01-06 03:02:00,221,FAILED,ONLINE,Manchester
534,106,2024-01-08 00:16:00,525,COMPLETED,APPLE_PAY,Liverpool
535,138,2024-01-05 17:08:00,714,COMPLETED,APPLE_PAY,Birmingham
536,132,2024-01-03 09:32:00,667,COMPLETED,ONLINE,London
537,132,2024-01-06 12:28:00,667,COMPLETED,GOOGLE_PAY,Liverpool
538,133,2024-01-02 17:49:00,372,COMPLETED,APPLE_PAY,London
539,130,2024-01-04 18:36:00,365,COMPLETED,APPLE_PAY,Manchester
540,129,2024-01-04 06:34:00,482,FAILED,CARD,Birmingham
541,112,2024-01-07 06:29:00,169,CANCELLED,APPLE_PAY,Birmingham
542,102,2024-01-07 01:00:00,192,FAILED,CARD,London
543,118,2024-01-04 14:46:00,417,COMPLETED,ONLINE,Birmingham
544,103,2024-01-07 08:06:00,546,COMPLETED,CARD,London
545,125,2024-01-02 07:05:00,606,COMPLETED,APPLE_PAY,London
546,127,2024-01-04 01:20:00,620,COMPLETED,APPLE_PAY,Leeds
547,139,2024-01-03 21:26:00,218,COMPLETED,ONLINE,Leeds
548,128,2024-01-03 08:58:00,581,FAILED,ONLINE,Birmingham
549,116,2024-01-06 11:08:00,526,COMPLETED,APPLE_PAY,Leeds
550,127,2024-01-02 12:36:00,734,COMPLETED,GOOGLE_PAY,Liverpool
551,126,2024-01-01 16:53:00,430,FAILED,APPLE_PAY,Liverpool
552,104,2024-01-01 10:11:00,440,COMPLETED,APPLE_PAY,Leeds
553,125,2024-01-02 11:59:00,365,COMPLETED,ONLINE,Liverpool
554,116,2024-01-07 20:04:00,220,COMPLETED,GOOGLE_PAY,Leeds
555,127,2024-01-02 05:34:00,324,COMPLETED,ONLINE,Manchester
556,137,2024-01-02 23:46:00,722,COMPLETED,ONLINE,Liverpool
557,101,2024-01-07 01:41:00,179,COMPLETED,CARD,Liverpool
558,131,2024-01-02 22:02:00,258,COMPLETED,CARD,Birmingham
559,139,2024-01-08 01:52:00,160,COMPLETED,GOOGLE_PAY,Leeds
560,104,2024-01-06 01:28:00,438,COMPLETED,APPLE_PAY,Birmingham
561,121,2024-01-04 12:21:00,750,FAILED,GOOGLE_PAY,Leeds
562,140,2024-01-04 07:15:00,720,COMPLETED,CARD,Birmingham
563,123,2024-01-03 14:50:00,607,COMPLETED,GOOGLE_PAY,Manchester
564,132,2024-01-08 03:18:00,431,FAILED,GOOGLE_PAY,Birmingham
565,112,2024-01-01 14:41:00,622,CANCELLED,ONLINE,Liverpool
566,122,2024-01-05 19:45:00,446,COMPLETED,ONLINE,London
567,106,2024-01-03 08:52:00,721,FAILED,CARD,Leeds
568,129,2024-01-03 17:27:00,544,CANCELLED,ONLINE,Birmingham
569,118,2024-01-05 15:02:00,210,COMPLETED,CARD,Liverpool
570,112,2024-01-06 00:57:00,380,FAILED,CARD,Leeds
571,121,2024-01-05 23:26:00,102,CANCELLED,CARD,Liverpool
572,114,2024-01-02 14:04:00,676,FAILED,ONLINE,Manchester
573,125,2024-01-01 11:35:00,466,COMPLETED,GOOGLE_PAY,Liverpool
574,114,2024-01-02 15:33:00,466,COMPLETED,ONLINE,Manchester
575,113,2024-01-03 09:12:00,156,FAILED,ONLINE,London
576,113,2024-01-06 04:48:00,160,FAILED,APPLE_PAY,Birmingham
577,112,2024-01-03 12:29:00,204,COMPLETED,CARD,Birmingham
578,105,2024-01-04 09:47:00,313,COMPLETED,APPLE_PAY,Manchester
579,113,2024-01-06 20:01:00,344,CANCELLED,CARD,Liverpool
580,129,2024-01-05 17:54:00,446,FAILED,APPLE_PAY,Leeds
581,120,2024-01-06 23:13:00,500,COMPLETED,ONLINE,Manchester
582,136,2024-01-01 16:09:00,504,CANCELLED,ONLINE,Liverpool
583,104,2024-01-07 01:36:00,427,FAILED,APPLE_PAY,Manchester
584,104,2024-01-06 05:50:00,104,COMPLETED,GOOGLE_PAY,London
585,123,2024-01-02 02:31:00,746,COMPLETED,APPLE_PAY,Leeds
586,120,2024-01-08 02:21:00,417,COMPLETED,APPLE_PAY,Manchester
587,132,2024-01-03 21:14:00,179,COMPLETED,ONLINE,Liverpool
588,101,2024-01-06 02:00:00,391,CANCELLED,CARD,London
589,102,2024-01-05 09:27:00,171,COMPLETED,GOOGLE_PAY,Liverpool
590,139,2024-01-06 13:57:00,202,COMPLETED,CARD,Liverpool
591,125,2024-01-05 19:36:00,430,COMPLETED,ONLINE,Leeds
592,113,2024-01-04 07:20:00,157,COMPLETED,GOOGLE_PAY,Birmingham
593,125,2024-01-05 22:16:00,393,FAILED,CARD,London
594,140,2024-01-06 11:49:00,245,COMPLETED,APPLE_PAY,Leeds
595,138,2024-01-02 01:46:00,753,CANCELLED,GOOGLE_PAY,Manchester
596,124,2024-01-03 18:50:00,179,CANCELLED,ONLINE,Leeds
597,130,2024-01-05 01:43:00,365,COMPLETED,CARD,Birmingham
598,138,2024-01-04 19:34:00,248,COMPLETED,CARD,Manchester
599,140,2024-01-02 05:40:00,231,COMPLETED,APPLE_PAY,London
600,127,2024-01-01 22:50:00,598,COMPLETED,APPLE_PAY,London
601,139,2024-01-04 05:07:00,188,COMPLETED,ONLINE,London
602,114,2024-01-04 00:35:00,351,COMPLETED,ONLINE,Manchester
603,130,2024-01-04 08:15:00,167,COMPLETED,CARD,Liverpool
604,124,2024-01-04 03:47:00,515,COMPLETED,APPLE_PAY,Liverpool
605,103,2024-01-03 19:47:00,303,COMPLETED,CARD,Liverpool
606,120,2024-01-04 08:15:00,258,COMPLETED,CARD,Liverpool
607,103,2024-01-05 14:48:00,790,COMPLETED,APPLE_PAY,Leeds
608,109,2024-01-02 09:11:00,761,FAILED,CARD,Liverpool
609,127,2024-01-04 04:14:00,737,COMPLETED,GOOGLE_PAY,Birmingham
610,103,2024-01-06 05:15:00,772,COMPLETED,GOOGLE_PAY,Manchester
611,136,2024-01-04 09:30:00,653,COMPLETED,APPLE_PAY,London
612,131,2024-01-05 21:39:00,798,COMPLETED,GOOGLE_PAY,London
613,140,2024-01-03 02:06:00,259,CANCELLED,ONLINE,Birmingham
614,135,2024-01-03 19:36:00,494,CANCELLED,CARD,Manchester
615,102,2024-01-08 07:26:00,126,FAILED,GOOGLE_PAY,Leeds
616,127,2024-01-04 07:03:00,613,FAILED,ONLINE,Birmingham
617,103,2024-01-01 17:27:00,351,COMPLETED,ONLINE,Manchester
618,105,2024-01-07 01:34:00,689,COMPLETED,ONLINE,Manchester
619,104,2024-01-04 09:53:00,182,COMPLETED,APPLE_PAY,London
620,104,2024-01-06 02:42:00,648,CANCELLED,CARD,Leeds
621,140,2024-01-07 11:16:00,678,COMPLETED,CARD,Leeds
622,136,2024-01-03 12:47:00,124,COMPLETED,ONLINE,Birmingham
623,127,2024-01-07 23:04:00,143,CANCELLED,GOOGLE_PAY,London
624,127,2024-01-05 02:06:00,510,FAILED,ONLINE,Leeds
625,105,2024-01-07 03:24:00,441,CANCELLED,CARD,Birmingham
626,105,2024-01-01 12:16:00,480,COMPLETED,ONLINE,Birmingham
627,125,2024-01-04 05:21:00,743,COMPLETED,APPLE_PAY,Birmingham
628,107,2024-01-02 19:44:00,150,COMPLETED,ONLINE,London
629,140,2024-01-04 14:25:00,483,COMPLETED,ONLINE,Liverpool
630,129,2024-01-04 19:36:00,654,CANCELLED,ONLINE,Liverpool
631,131,2024-01-07 07:17:00,451,COMPLETED,GOOGLE_PAY,Liverpool
632,103,2024-01-02 10:03:00,761,COMPLETED,GOOGLE_PAY,Birmingham
633,110,2024-01-03 19:07:00,345,COMPLETED,APPLE_PAY,London
634,136,2024-01-05 05:14:00,208,CANCELLED,GOOGLE_PAY,London
635,103,2024-01-02 10:53:00,154,COMPLETED,ONLINE,Leeds
636,109,2024-01-08 01:48:00,548,CANCELLED,APPLE_PAY,Leeds
637,125,2024-01-01 10:02:00,618,COMPLETED,ONLINE,Liverpool
638,116,2024-01-05 16:13:00,120,COMPLETED,ONLINE,Manchester
639,129,2024-01-07 12:12:00,420,COMPLETED,CARD,London
640,127,2024-01-03 23:06:00,535,COMPLETED,GOOGLE_PAY,London
641,111,2024-01-03 20:02:00,630,FAILED,GOOGLE_PAY,Manchester
642,116,2024-01-05 12:40:00,208,FAILED,GOOGLE_PAY,Manchester
643,124,2024-01-05 21:52:00,486,FAILED,GOOGLE_PAY,London
644,105,2024-01-05 06:53:00,275,COMPLETED,GOOGLE_PAY,Manchester
645,101,2024-01-04 12:24:00,542,COMPLETED,ONLINE,Manchester
646,126,2024-01-03 23:25:00,620,FAILED,GOOGLE_PAY,Liverpool
647,104,2024-01-02 15:05:00,307,COMPLETED,CARD,Leeds
648,115,2024-01-08 02:14:00,181,COMPLETED,ONLINE,London
649,121,2024-01-03 04:42:00,640,COMPLETED,ONLINE,Leeds
650,132,2024-01-05 06:56:00,343,CANCELLED,GOOGLE_PAY,Leeds
651,111,2024-01-05 18:43:00,552,COMPLETED,GOOGLE_PAY,Birmingham
652,101,2024-01-02 05:40:00,737,COMPLETED,ONLINE,Leeds
653,133,2024-01-05 19:47:00,386,FAILED,ONLINE,Birmingham
654,104,2024-01-01 19:26:00,185,FAILED,APPLE_PAY,Liverpool
655,127,2024-01-07 12:46:00,747,CANCELLED,GOOGLE_PAY,Liverpool
656,113,2024-01-01 23:23:00,701,CANCELLED,APPLE_PAY,Manchester
657,109,2024-01-01 19:46:00,613,COMPLETED,GOOGLE_PAY,Leeds
658,133,2024-01-03 05:23:00,121,CANCELLED,APPLE_PAY,Liverpool
659,102,2024-01-07 08:18:00,528,CANCELLED,CARD,Leeds
660,136,2024-01-02 02:06:00,500,COMPLETED,ONLINE,Leeds
661,126,2024-01-02 22:24:00,604,COMPLETED,APPLE_PAY,Leeds
662,125,2024-01-02 17:18:00,694,COMPLETED,GOOGLE_PAY,Manchester
663,101,2024-01-06 15:00:00,264,COMPLETED,APPLE_PAY,London
664,123,2024-01-03 06:41:00,457,FAILED,CARD,Manchester
665,136,2024-01-05 03:20:00,237,COMPLETED,APPLE_PAY,London
666,114,2024-01-07 02:18:00,527,CANCELLED,ONLINE,Birmingham
667,132,2024-01-05 07:11:00,534,COMPLETED,ONLINE,Birmingham
668,104,2024-01-03 16:25:00,797,CANCELLED,GOOGLE_PAY,London
669,109,2024-01-04 19:11:00,491,COMPLETED,GOOGLE_PAY,London
670,126,2024-01-03 13:38:00,510,CANCELLED,APPLE_PAY,London
671,118,2024-01-07 23:14:00,723,FAILED,CARD,Leeds
672,108,2024-01-07 23:49:00,297,CANCELLED,CARD,Birmingham
673,107,2024-01-01 14:16:00,287,FAILED,APPLE_PAY,Leeds
674,128,2024-01-04 14:00:00,633,COMPLETED,GOOGLE_PAY,Leeds
675,122,2024-01-06 21:53:00,479,FAILED,APPLE_PAY,London
676,115,2024-01-05 15:32:00,519,FAILED,CARD,Leeds
677,137,2024-01-08 00:37:00,460,FAILED,APPLE_PAY,Leeds
678,110,2024-01-03 10:55:00,667,CANCELLED,APPLE_PAY,Manchester
679,110,2024-01-07 05:18:00,233,COMPLETED,GOOGLE_PAY,London
680,121,2024-01-05 16:13:00,648,COMPLETED,GOOGLE_PAY,Manchester
681,107,2024-01-08 03:31:00,598,COMPLETED,CARD,Liverpool
682,138,2024-01-05 02:40:00,225,COMPLETED,CARD,London
683,118,2024-01-05 18:42:00,606,COMPLETED,APPLE_PAY,Liverpool
684,112,2024-01-04 06:08:00,625,COMPLETED,GOOGLE_PAY,Leeds
685,105,2024-01-07 08:10:00,135,COMPLETED,APPLE_PAY,Leeds
686,105,2024-01-06 16:17:00,377,FAILED,GOOGLE_PAY,Liverpool
687,106,2024-01-01 17:50:00,646,CANCELLED,GOOGLE_PAY,Liverpool
688,129,2024-01-05 23:10:00,594,FAILED,ONLINE,Manchester
689,105,2024-01-05 21:29:00,470,CANCELLED,GOOGLE_PAY,London
690,139,2024-01-06 19:13:00,432,CANCELLED,ONLINE,London
691,118,2024-01-08 01:35:00,697,COMPLETED,CARD,Birmingham
692,130,2024-01-07 04:27:00,494,COMPLETED,ONLINE,Birmingham
693,113,2024-01-02 10:55:00,397,COMPLETED,CARD,Liverpool
694,123,2024-01-02 11:19:00,342,FAILED,CARD,Leeds
695,131,2024-01-05 03:20:00,515,FAILED,APPLE_PAY,Manchester
696,124,2024-01-04 05:12:00,771,COMPLETED,CARD,Leeds
697,128,2024-01-06 16:18:00,798,COMPLETED,ONLINE,Liverpool
698,105,2024-01-02 04:23:00,460,COMPLETED,APPLE_PAY,Liverpool
699,119,2024-01-03 19:50:00,305,CANCELLED,ONLINE,Manchester
700,124,2024-01-04 19:18:00,271,COMPLETED,GOOGLE_PAY,Manchester
701,102,2024-01-02 18:11:00,361,COMPLETED,ONLINE,Leeds
702,113,2024-01-05 14:04:00,320,COMPLETED,CARD,Leeds
703,108,2024-01-02 00:26:00,733,COMPLETED,GOOGLE_PAY,Manchester
704,101,2024-01-04 07:26:00,776,FAILED,CARD,Birmingham
705,132,2024-01-06 11:33:00,134,COMPLETED,GOOGLE_PAY,Leeds
706,123,2024-01-06 23:00:00,763,CANCELLED,APPLE_PAY,Birmingham
707,110,2024-01-01 18:07:00,792,COMPLETED,ONLINE,Liverpool
708,113,2024-01-01 14:35:00,555,COMPLETED,APPLE_PAY,London
709,134,2024-01-03 01:22:00,560,COMPLETED,CARD,Leeds
710,120,2024-01-04 05:07:00,612,COMPLETED,CARD,Liverpool
711,108,2024-01-04 03:30:00,800,COMPLETED,CARD,Liverpool
712,125,2024-01-02 18:40:00,756,COMPLETED,APPLE_PAY,Leeds
713,125,2024-01-05 03:58:00,791,COMPLETED,CARD,Birmingham
714,123,2024-01-02 10:46:00,682,COMPLETED,CARD,Liverpool
715,111,2024-01-04 02:18:00,562,CANCELLED,GOOGLE_PAY,Leeds
716,109,2024-01-02 12:59:00,765,COMPLETED,ONLINE,Leeds
717,106,2024-01-02 22:21:00,714,COMPLETED,APPLE_PAY,Manchester
718,128,2024-01-04 14:29:00,422,CANCELLED,CARD,Birmingham
719,107,2024-01-07 07:49:00,196,COMPLETED,GOOGLE_PAY,London
720,108,2024-01-04 08:27:00,235,CANCELLED,CARD,Birmingham
721,111,2024-01-02 00:47:00,468,COMPLETED,APPLE_PAY,Liverpool
722,140,2024-01-04 09:32:00,324,FAILED,GOOGLE_PAY,Manchester
723,117,2024-01-06 16:38:00,479,COMPLETED,ONLINE,Liverpool
724,133,2024-01-04 18:00:00,574,COMPLETED,APPLE_PAY,Leeds
725,104,2024-01-03 06:09:00,282,CANCELLED,GOOGLE_PAY,Birmingham
726,114,2024-01-03 04:40:00,239,COMPLETED,ONLINE,Leeds
727,112,2024-01-02 16:37:00,685,FAILED,CARD,Liverpool
728,128,2024-01-02 16:53:00,511,COMPLETED,ONLINE,Liverpool
729,103,2024-01-02 04:54:00,576,COMPLETED,ONLINE,Liverpool
730,114,2024-01-06 08:49:00,200,COMPLETED,GOOGLE_PAY,Leeds
731,120,2024-01-04 00:54:00,573,COMPLETED,ONLINE,Liverpool
732,135,2024-01-04 12:56:00,767,FAILED,GOOGLE_PAY,London
733,127,2024-01-08 00:08:00,627,COMPLETED,CARD,London
734,140,2024-01-04 09:38:00,628,FAILED,APPLE_PAY,Leeds
735,107,2024-01-04 17:25:00,731,COMPLETED,ONLINE,Liverpool
736,101,2024-01-05 02:31:00,151,COMPLETED,GOOGLE_PAY,Liverpool
737,139,2024-01-05 16:55:00,656,COMPLETED,ONLINE,Leeds
